task,frame,arm,plan_index,plan_stage,simulated_order,provider,track_handle,field_kind,field_group,context_scope,context_version,anchor_distance_m,attempt_input_tokens,attempt_total_with_generation,cumulative_input_tokens,cumulative_total_with_generation,admitted,dropped_reason,prompt_section,object_index,anchor_ref,primary_refs
g5526_one_shot,5526,one_shot,1,1,5,no_fusion_cav1,0,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.4.6.20""}",23.996877666,4111,4367,3472,3728,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":0}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.4.6.20""},""field_kind"":""forecast"",""g"":5526,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":0}]"
g5526_one_shot,5526,one_shot,1,1,9,no_fusion_cav1,0,history,history,,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",23.996877666,4263,4519,3472,3728,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":0}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":5526,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-17-16-06-11_0"",""track_handle"":0}]"
g7007_alternating,7007,alternating,1,1,1,no_fusion_cav1,0,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""}",0.163537702,3033,3289,3033,3289,True,admitted,remote,0,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]"
g7007_alternating,7007,alternating,1,1,5,no_fusion_cav1,0,history,history,,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",0.163537702,4300,4556,3496,3752,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]"
g7007_alternating,7007,alternating,1,1,2,no_fusion_cav1,5,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""}",14.197673509,3496,3752,3496,3752,True,admitted,remote,1,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]"
g7007_alternating,7007,alternating,1,1,6,no_fusion_cav1,5,history,history,,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",14.197673509,4311,4567,3496,3752,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]"
g7007_alternating,7007,alternating,1,1,3,no_fusion_cav1,11,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""}",16.774911113,3968,4224,3496,3752,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}]"
g7007_alternating,7007,alternating,1,1,7,no_fusion_cav1,11,history,history,,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",16.774911113,4317,4573,3496,3752,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}]"
g7007_alternating,7007,alternating,1,1,4,no_fusion_cav1,21,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""}",48.953029820,3981,4237,3496,3752,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}]"
g7007_alternating,7007,alternating,1,1,8,no_fusion_cav1,21,history,history,,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",48.953029820,4302,4558,3496,3752,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}]"
g7007_alternating,7007,alternating,2,2,1,no_fusion_cav1,0,forecast,provider_full_forecast,provider_full_at_t,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",0.163537702,3017,3273,3017,3273,True,admitted,remote,0,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]"
g7007_alternating,7007,alternating,2,2,5,no_fusion_cav1,0,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""}",0.163537702,4115,4371,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]"
g7007_alternating,7007,alternating,2,2,9,no_fusion_cav1,0,history,history,,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",0.163537702,4175,4431,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]"
g7007_alternating,7007,alternating,2,2,2,no_fusion_cav1,5,forecast,provider_full_forecast,provider_full_at_t,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",14.197673509,3480,3736,3480,3736,True,admitted,remote,1,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]"
g7007_alternating,7007,alternating,2,2,6,no_fusion_cav1,5,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""}",14.197673509,4109,4365,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]"
g7007_alternating,7007,alternating,2,2,10,no_fusion_cav1,5,history,history,,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",14.197673509,4184,4440,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]"
g7007_alternating,7007,alternating,2,2,3,no_fusion_cav1,11,forecast,provider_full_forecast,provider_full_at_t,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",16.774911113,3958,4214,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}]"
g7007_alternating,7007,alternating,2,2,7,no_fusion_cav1,11,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""}",16.774911113,4115,4371,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}]"
g7007_alternating,7007,alternating,2,2,11,no_fusion_cav1,11,history,history,,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",16.774911113,4286,4542,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}]"
g7007_alternating,7007,alternating,2,2,4,no_fusion_cav1,21,forecast,provider_full_forecast,provider_full_at_t,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",48.953029820,3960,4216,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}]"
g7007_alternating,7007,alternating,2,2,8,no_fusion_cav1,21,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""}",48.953029820,4128,4384,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}]"
g7007_alternating,7007,alternating,2,2,12,no_fusion_cav1,21,history,history,,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",48.953029820,4271,4527,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":21}]"
g7007_one_shot,7007,one_shot,1,1,1,no_fusion_cav1,0,forecast,provider_full_forecast,provider_full_at_t,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",0.163537702,3017,3273,3017,3273,True,admitted,remote,0,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]"
g7007_one_shot,7007,one_shot,1,1,6,no_fusion_cav1,0,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""}",0.163537702,4115,4371,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]"
g7007_one_shot,7007,one_shot,1,1,10,no_fusion_cav1,0,history,history,,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",0.163537702,4175,4431,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":0}]"
g7007_one_shot,7007,one_shot,1,1,2,no_fusion_cav1,5,forecast,provider_full_forecast,provider_full_at_t,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",14.197673509,3480,3736,3480,3736,True,admitted,remote,1,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]"
g7007_one_shot,7007,one_shot,1,1,7,no_fusion_cav1,5,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""}",14.197673509,4109,4365,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]"
g7007_one_shot,7007,one_shot,1,1,11,no_fusion_cav1,5,history,history,,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",14.197673509,4184,4440,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""history"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":5}]"
g7007_one_shot,7007,one_shot,1,1,3,no_fusion_cav1,2,forecast,provider_full_forecast,provider_full_at_t,"{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""}",15.951905683,3961,4217,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":2}","[{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":2}]"
g7007_one_shot,7007,one_shot,1,1,4,no_fusion_cav1,11,forecast,receiver_subset_forecast,receiver_acquired_subset,"{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""}",16.774911113,4115,4371,3480,3736,False,context_budget,,,"{""context_version"":{""name"":""fixed_ego_at_t"",""revision"":""11x100ms_v1""},""field_kind"":""anchor"",""g"":7007,""producer_version"":{""name"":""toolv2x_causal_tracker"",""revision"":""causal_windows_v1""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}","[{""context_version"":{""name"":""receiver_fixed_ego_at_t"",""revision"":""11x100ms_v1.subset.0.5.11.21""},""field_kind"":""forecast"",""g"":7007,""producer_version"":{""name"":""CMP_MTR_full_seed20"",""revision"":""epoch09""},""provider"":""no_fusion_cav1"",""scene"":""testoutput_CAV_data_2022-03-21-09-50-20_10"",""track_handle"":11}]"
